Lib,Recall,Precision
android,0.9852941176470589,0.9852941176470589
gwt,0.9494163424124513,0.9494163424124513
hibernate,0.8769230769230769,0.8769230769230769
jdk,1.0,1.0
joda_time,0.9883040935672515,0.9883040935672515
xstream,0.8157894736842105,0.8157894736842105
Total,0.9333333333333333,0.9333333333333333
