Lib,DL Recall(Accuracy),Rule Accuracy,Rule Recall,Total Recall
android_summary_iter4.csv,0.8186,0.9954,0.9156,0.9705
gwt_summary_iter4.csv,0.9228,0.9808,0.8982,0.9825
hibernate_summary_iter4.csv,0.6701,0.9482,0.9289,0.9391
jdk_summary_iter4.csv,0.9947,1.0,0.9735,1.0
joda_time_summary_iter4.csv,0.9447,0.9718,0.8643,0.9598
xstream_summary_iter4.csv,0.8704,0.9815,0.9815,0.9815
Average,0.8702166666666667,0.9796166666666668,0.9269999999999999,0.9722333333333335
Total,0.8715,0.98,0.9252,0.9728
