Snippet File,Query API Pool Time,Insert Results Time,Benchmark Time,Binding Time,Rule_time,DL_time,Snippet Time
Android01.java,3.286604642868042,0.7990467548370361,12.549775123596191,6.273142337799072,45.7889928817749,24.48558473587036,72.54896068572998
Android02.java,0.936931848526001,0.9445242881774902,6.01407265663147,7.371234655380249,45.74462604522705,17.82317590713501,66.43794560432434
Android03.java,3.8915445804595947,0.9806680679321289,9.725303888320923,66.43173861503601,81.65246105194092,51.2047438621521,135.50648760795593
Android04.java,0.8855504989624023,0.9725689888000488,13.476141929626465,65.47858357429504,82.24343037605286,22.739596843719482,107.5412209033966
Android05.java,2.112985372543335,0.9939982891082764,23.227630853652954,66.28885340690613,100.25848197937012,18.830113887786865,122.5468020439148
Android06.java,1.6945171356201172,0.9555225372314453,16.386045932769775,65.4944748878479,86.99033236503601,20.173421621322632,110.28069400787354
Android07.java,2.630824327468872,0.9182868003845215,6.378644227981567,9.599822998046875,20.473754167556763,30.388137102127075,54.48695349693298
Android08.java,5.42331075668335,0.8810570240020752,5.897665023803711,68.67190670967102,81.64938998222351,50.316884994506836,134.88973784446716
Android09.java,3.0227458477020264,0.8724899291992188,9.86712384223938,67.12078738212585,81.59736394882202,29.58820605278015,113.63462591171265
Android10.java,2.422004461288452,0.8469829559326172,12.534205913543701,7.577532052993774,24.576063632965088,35.50670647621155,63.471863985061646
Android11.java,4.576844930648804,0.9420735836029053,11.415278196334839,71.54531812667847,89.45309567451477,91.01221990585327,183.02997422218323
Android13.java,5.916722536087036,0.9160575866699219,5.848520278930664,13.253095626831055,27.22340750694275,71.64035415649414,103.13700532913208
Android14.java,7.53955078125,0.9160339832305908,28.809388875961304,81.22099947929382,120.75683069229126,62.34841346740723,185.93118858337402
Android16.java,3.6912178993225098,0.9460928440093994,6.129335880279541,13.810851335525513,26.645920276641846,52.60735273361206,83.57822823524475
Android17.java,9.955017566680908,0.9927406311035156,31.90971851348877,75.06463241577148,125.49356579780579,88.75330924987793,217.10022950172424
Android18.java,3.238072395324707,0.935481071472168,6.5610151290893555,15.25173544883728,27.186856985092163,41.9685583114624,72.31413960456848
Android19.java,2.6485018730163574,0.9540174007415771,9.751904726028442,11.888341426849365,26.129297018051147,36.64848804473877,65.73552703857422
Android21.java,2.4899330139160156,0.9814183712005615,5.596763372421265,8.40924334526062,19.099097967147827,23.604437351226807,46.99526524543762
Android23.java,9.029558658599854,1.120997428894043,7.533697605133057,22.529487371444702,41.41165089607239,99.08385443687439,144.35963606834412
Android25.java,3.916259288787842,0.8950717449188232,5.889143228530884,14.570568084716797,26.368722677230835,42.916353702545166,73.34476447105408
Android26.java,3.81001353263855,0.9812192916870117,13.161423683166504,11.247005224227905,31.021844148635864,66.67645192146301,100.47202658653259
Android27.java,2.303800344467163,0.9910464286804199,13.445277214050293,7.592126131057739,26.976924180984497,43.727927446365356,73.41039776802063
Android28.java,0.3573634624481201,0.8500185012817383,5.7931530475616455,6.991928815841675,14.292999029159546,12.322500467300415,29.22534728050232
Android30.java,4.482968807220459,0.914541482925415,5.43041205406189,5.098675966262817,17.375848531723022,51.316831827163696,73.24074625968933
Android32.java,3.5066442489624023,0.9397797584533691,10.931067705154419,7.8948588371276855,24.170205116271973,45.32682418823242,73.53109908103943
Android34.java,4.191733121871948,0.8834600448608398,27.66339612007141,10.262709617614746,49.150819540023804,51.76854348182678,104.88405084609985
Android35.java,1.0893971920013428,0.9915566444396973,14.111920595169067,10.622858762741089,27.649957418441772,36.083295583724976,66.50599074363708
Android36.java,1.4063010215759277,0.9987750053405762,10.582775592803955,65.11771082878113,79.26467418670654,19.163880586624146,101.28273606300354
Android37.java,3.7070987224578857,1.0010786056518555,14.847976922988892,68.18541240692139,89.76100182533264,34.45509314537048,127.60471177101135
Android38.java,6.916042804718018,1.0404493808746338,74.37437844276428,86.09563851356506,172.85188102722168,123.62142777442932,299.2751579284668
Android39.java,12.86078953742981,0.9966890811920166,6.847394943237305,11.308094501495361,33.22312927246094,50.192322969436646,86.4140076637268
Android40.java,1.842282772064209,1.1155273914337158,7.124546051025391,70.83824372291565,82.02555465698242,40.74713611602783,125.5863049030304
Android43.java,5.072129487991333,0.9196345806121826,17.88491678237915,12.172351360321045,42.73292422294617,48.19311547279358,95.14373826980591
Android44.java,1.9642210006713867,1.0132896900177002,6.010190486907959,72.2045087814331,110.61376404762268,18.348074197769165,131.74641919136047
Android46.java,2.428842067718506,0.9158496856689453,5.507070064544678,5.5177178382873535,15.634228944778442,42.590418577194214,62.91188406944275
Android47.java,5.037299394607544,1.393385887145996,9.461264371871948,17.066012382507324,35.00493049621582,95.142737865448,132.95066595077515
Android48.java,1.9171807765960693,1.1183388233184814,15.724292039871216,71.5328459739685,92.59915781021118,19.31293225288391,114.60855770111084
Android50.java,1.7311561107635498,1.050389289855957,6.723511457443237,22.614323377609253,33.27071785926819,44.85627841949463,82.58963108062744
