Snippet File,Query API Pool Time,Insert Results Time,Benchmark Time,Binding Time,Rule_time,DL_time,Snippet Time
HibernateUtil.java,2.691720485687256,1.0045559406280518,32.49695706367493,8.501908779144287,48.69548726081848,21.908447742462158,73.42656803131104
hibernate_class_1.java,5.215222597122192,1.1347582340240479,14.78827428817749,70.79405117034912,96.08694005012512,82.96697854995728,181.73347687721252
hibernate_class_10.java,9.178801774978638,1.1778085231781006,10.119796752929688,7.541258811950684,31.502249240875244,23.185507774353027,58.4526047706604
hibernate_class_12.java,3.9662609100341797,1.4833996295928955,10.266706943511963,18.834008932113647,36.13969039916992,49.933571100234985,90.14260673522949
hibernate_class_15.java,8.107496500015259,1.3638994693756104,22.74819254875183,19.23686957359314,52.985164642333984,169.16001296043396,226.41938614845276
hibernate_class_16.java,1.652073860168457,1.0441529750823975,9.815660953521729,11.789150714874268,25.23943829536438,24.512617826461792,52.73312044143677
hibernate_class_17.java,7.236598253250122,1.0447368621826172,16.004087924957275,19.495964288711548,52.99687719345093,116.93785190582275,172.69941997528076
hibernate_class_18.java,0.9543640613555908,0.9369111061096191,27.599298000335693,7.940660238265991,40.117106914520264,56.42933392524719,99.18555426597595
hibernate_class_19.java,4.586366891860962,1.2652451992034912,8.719752788543701,16.384191513061523,31.419454097747803,56.12081170082092,90.3884744644165
hibernate_class_20.java,0.3658013343811035,0.8357865810394287,27.144899129867554,8.039085626602173,39.14465093612671,21.055559873580933,64.35205674171448
hibernate_class_21.java,0.8661026954650879,1.1069433689117432,13.328800201416016,37.55943775177002,54.28645968437195,25.29653787612915,82.30315470695496
hibernate_class_22.java,3.7609219551086426,1.1318426132202148,19.4663987159729,71.31837344169617,98.61239910125732,54.087042808532715,155.5926148891449
hibernate_class_23.java,2.379793167114258,1.1118955612182617,19.61099600791931,67.39448976516724,92.6504123210907,45.84408354759216,141.98354125022888
hibernate_class_24.java,1.8662664890289307,1.1211249828338623,9.978989601135254,13.463601350784302,27.374648332595825,47.22961163520813,77.93793654441833
hibernate_class_25.java,3.439455270767212,1.0913209915161133,5.550752878189087,70.95653533935547,90.16739988327026,51.129072189331055,144.19959568977356
hibernate_class_26.java,3.388103723526001,1.1519012451171875,7.469835519790649,79.08353996276855,92.23435258865356,85.67996740341187,180.72354245185852
hibernate_class_28.java,11.01905083656311,1.3277478218078613,8.578173398971558,23.79905128479004,48.34636354446411,186.23482513427734,239.16203618049622
hibernate_class_29.java,2.4423413276672363,0.9585978984832764,8.555114030838013,13.041836977005005,26.17093801498413,54.42171025276184,83.44430613517761
hibernate_class_3.java,5.277301788330078,0.9468011856079102,38.08642935752869,73.65732455253601,124.52545714378357,140.41215562820435,267.5568218231201
hibernate_class_30.java,9.011593341827393,2.312535285949707,14.746754884719849,16.609851598739624,43.469446659088135,227.6876449584961,273.7809462547302
hibernate_class_33.java,1.0971143245697021,1.029085636138916,14.884839296340942,7.660402297973633,36.667174100875854,36.50078463554382,77.25266742706299
hibernate_class_34.java,0.8380053043365479,0.9439258575439453,12.367024421691895,7.786297082901001,23.452065229415894,23.854818105697632,50.073190212249756
hibernate_class_36.java,0.9811398983001709,1.1651675701141357,13.913199424743652,9.700950860977173,27.30578899383545,24.568331003189087,56.517632246017456
hibernate_class_37.java,1.6735494136810303,0.9515485763549805,10.920483589172363,11.352960109710693,25.804272174835205,29.61441135406494,58.38728094100952
hibernate_class_38.java,0.7175321578979492,0.9235329627990723,13.535334587097168,8.040388822555542,24.75239634513855,24.254082202911377,51.849737882614136
hibernate_class_39.java,4.416066884994507,1.0412895679473877,14.400676250457764,13.339000463485718,35.1579647064209,114.80403232574463,152.6276934146881
hibernate_class_4.java,0.7030503749847412,0.999413013458252,21.134180307388306,7.6937761306762695,33.22644805908203,25.577176332473755,61.64060568809509
hibernate_class_40.java,24.065565586090088,1.2592132091522217,25.159099578857422,75.06541299819946,129.25413036346436,35.31724524497986,167.1435604095459
hibernate_class_42.java,9.646119832992554,1.6436512470245361,10.991795778274536,24.04601240158081,48.50464963912964,75.77447962760925,128.50412821769714
hibernate_class_43.java,2.58866810798645,0.9947094917297363,16.69992733001709,14.740732431411743,37.710761308670044,59.38406252861023,99.83951783180237
hibernate_class_45.java,0.6780946254730225,0.9389173984527588,18.26101326942444,8.635268449783325,30.618937015533447,19.241448879241943,54.55134034156799
hibernate_class_48.java,3.2684242725372314,0.9780824184417725,17.615745306015015,8.430066585540771,33.15977597236633,52.72424364089966,89.61766362190247
hibernate_class_49.java,2.67288875579834,0.9519035816192627,6.244812726974487,9.913597345352173,20.106782913208008,31.291000366210938,54.16089344024658
hibernate_class_50.java,2.5886998176574707,0.9826748371124268,26.13740873336792,18.279977321624756,51.847607135772705,76.84345030784607,132.68151426315308
hibernate_class_7.java,0.5257771015167236,0.9928998947143555,9.691131353378296,6.065083265304565,18.152374029159546,32.377315282821655,54.62751364707947
hibernate_class_8.java,5.746480703353882,0.8901097774505615,6.041358709335327,11.998258829116821,29.847732543945312,106.35265684127808,138.94840216636658
hibernate_class_9.java,1.2151243686676025,0.9050977230072021,10.71464228630066,8.635781526565552,22.448753118515015,22.31464695930481,47.52063202857971
hibernate_class_5.java,2.5041043758392334,0.8320412635803223,26.371379613876343,8.237255334854126,40.4727680683136,27.26344895362854,70.3775622844696
