Snippet File,Query API Pool Time,Insert Results Time,kb_reduction_time,Benchmark Time,Binding Time,Rule_time,DL_time,ans_combine_time,Snippet Time
HibernateUtil.java,2.654482841491699,1.676933765411377,4.356433868408203,41.79978919029236,10.34011197090149,61.200188398361206,41.07797169685364,0.00020956993103027344,113.41508436203003
hibernate_class_1.java,5.222686052322388,2.5042784214019775,7.761107683181763,17.909908533096313,30.614285945892334,61.29737138748169,165.10774421691895,0.0003275871276855469,231.59925317764282
hibernate_class_10.java,0.9237840175628662,2.0907742977142334,3.039041042327881,12.68013858795166,9.656813859939575,26.414358139038086,40.689820766448975,0.0002551078796386719,71.87284898757935
hibernate_class_12.java,2.6471645832061768,3.147956132888794,1.6969940662384033,12.685332775115967,55.84903931617737,76.2056052684784,98.14289784431458,0.0006649494171142578,195.39296221733093
hibernate_class_16.java,1.2317769527435303,2.1148574352264404,3.374422073364258,11.444635391235352,12.330078840255737,28.07978129386902,43.8254497051239,0.00019550323486328125,77.35718750953674
hibernate_class_18.java,0.612558126449585,1.743133306503296,2.38297700881958,41.914214849472046,9.558292388916016,56.387490034103394,114.00083136558533,0.00019049644470214844,175.83326888084412
hibernate_class_19.java,4.1785547733306885,2.4360177516937256,0.43227148056030273,10.304290294647217,14.612517833709717,32.08425545692444,102.78062391281128,0.0004971027374267578,139.8151171207428
hibernate_class_20.java,0.05229973793029785,1.5147786140441895,1.5933384895324707,29.29421830177307,10.461716651916504,44.11293077468872,37.11163020133972,0.0003173351287841797,91.84825992584229
hibernate_class_21.java,0.6701014041900635,1.580249547958374,2.2779574394226074,17.11800456047058,71.76737260818481,92.79742741584778,47.104790449142456,0.00017118453979492188,144.86980271339417
hibernate_class_22.java,3.761629581451416,1.7761492729187012,5.555766582489014,19.92167615890503,58.53324270248413,85.62967324256897,101.64723014831543,0.00030493736267089844,194.95731830596924
hibernate_class_23.java,1.7838399410247803,1.6303365230560303,3.4295175075531006,24.965166807174683,17.690072536468506,48.20800757408142,88.77906656265259,0.0001513957977294922,141.9431812763214
hibernate_class_24.java,1.3633344173431396,1.8847918510437012,3.2652428150177,13.94229793548584,14.631325006484985,32.81693148612976,87.08725810050964,0.0003185272216796875,124.30133032798767
hibernate_class_25.java,3.0863211154937744,1.1242492198944092,4.231018781661987,5.958660364151001,14.665576934814453,36.28022074699402,87.8009684085846,0.00018787384033203125,128.9462537765503
hibernate_class_26.java,2.277275562286377,2.327946901321411,4.6387763023376465,8.38782811164856,25.07629132270813,39.10590887069702,172.9813792705536,0.00036072731018066406,216.74756932258606
hibernate_class_29.java,2.7646474838256836,1.6100356578826904,4.405719995498657,13.709884643554688,72.95327258110046,93.80835771560669,111.0913200378418,0.0003437995910644531,209.73096704483032
hibernate_class_33.java,0.2139601707458496,2.0929291248321533,2.3298556804656982,15.561005115509033,8.860468864440918,41.937731981277466,72.88718962669373,0.0002601146697998047,124.20136594772339
hibernate_class_34.java,0.43317532539367676,1.832979440689087,2.293874979019165,14.87777853012085,9.072946071624756,27.707684755325317,42.74231457710266,0.00020647048950195312,75.55264186859131
hibernate_class_36.java,0.6186857223510742,2.1039843559265137,2.749845504760742,16.539517402648926,12.411535739898682,33.272852182388306,44.51311254501343,0.0002181529998779297,89.02722573280334
hibernate_class_37.java,0.8818941116333008,2.177927255630493,3.080660820007324,14.699792385101318,74.44809126853943,93.14054274559021,56.07913947105408,0.0004012584686279297,153.94451308250427
hibernate_class_38.java,0.4555983543395996,1.9460134506225586,2.4258551597595215,16.3534095287323,60.696937561035156,81.14127850532532,45.35346055030823,0.00043582916259765625,153.72784781455994
hibernate_class_39.java,4.962996244430542,1.7792470455169678,6.775285005569458,18.82365107536316,76.33398032188416,104.26124143600464,238.93666434288025,0.0003712177276611328,348.27472448349
hibernate_class_40.java,29.60749888420105,2.9052071571350098,32.53221321105957,30.600245714187622,26.744786977767944,94.35882544517517,67.52523827552795,0.00023317337036132812,170.5663366317749
hibernate_class_42.java,9.001201629638672,2.8198020458221436,2.730287551879883,13.211761713027954,27.958061933517456,55.23888897895813,149.20638155937195,0.0006031990051269531,215.8178973197937
hibernate_class_43.java,2.3813154697418213,1.9904625415802002,4.39227294921875,21.054625988006592,23.755182027816772,53.93716812133789,117.41938781738281,0.00024437904357910156,176.95061326026917
hibernate_class_45.java,0.2522127628326416,1.7294366359710693,2.009518623352051,21.412434577941895,10.297791719436646,36.15086054801941,32.361796617507935,0.0004057884216308594,80.31671857833862
hibernate_class_48.java,3.5193300247192383,1.663947343826294,5.2184224128723145,22.329091787338257,10.26095962524414,42.12959885597229,91.39596390724182,0.0003414154052734375,143.56442713737488
hibernate_class_49.java,2.3437328338623047,1.6535773277282715,4.0204384326934814,7.166546106338501,13.343291521072388,24.830872297286987,53.89403319358826,0.0002243518829345703,84.24447751045227
hibernate_class_5.java,0.042511940002441406,1.7947163581848145,1.8645977973937988,44.306726932525635,69.63044500350952,118.91025018692017,53.82010293006897,0.0002932548522949219,177.40919470787048
hibernate_class_50.java,2.3340067863464355,1.472046136856079,3.835632801055908,21.42454242706299,73.00745749473572,102.816565990448,171.1405532360077,0.0002925395965576172,282.65384817123413
hibernate_class_7.java,0.24098467826843262,1.899545431137085,2.168790817260742,11.52491569519043,7.787879705429077,22.360015392303467,62.70494365692139,0.0003368854522705078,95.77757239341736
hibernate_class_8.java,5.78110671043396,1.511981725692749,7.319579839706421,6.973164081573486,15.294211387634277,35.89381957054138,220.49810886383057,0.0005395412445068359,261.9739279747009
hibernate_class_9.java,0.44289255142211914,2.4873297214508057,2.953162670135498,12.614959001541138,10.64879822731018,27.120651245117188,38.690253496170044,0.00026106834411621094,71.07660555839539
