Lib,DL Recall(Accuracy),Rule Accuracy,Rule Recall,Total Recall
android_summary_iter1.csv,0.7838,1.0,0.8108,0.8378
gwt_summary_iter1.csv,0.8,0.9615,0.5556,0.8
hibernate_summary_iter1.csv,0.5965,0.9429,0.5789,0.5965
jdk_summary_iter1.csv,0.9259,1.0,0.8519,0.963
joda_time_summary_iter1.csv,0.8958,1.0,0.7708,0.9792
xstream_summary_iter1.csv,0.8353,0.9692,0.7412,0.8824
Average,0.8062166666666667,0.9789333333333333,0.7182,0.84315
Total,0.8067,0.9791,0.7178,0.8436
