Snippet File,Query API Pool Time,Insert Results Time,Benchmark Time,Binding Time,Rule_time,DL_time,Snippet Time
jdk1.java,0.40538907051086426,1.8400177955627441,6.051029682159424,5.556305646896362,42.7624831199646,13.09947657585144,60.6617214679718
jdk10.java,0.030179500579833984,1.6782288551330566,16.117681980133057,67.70050072669983,86.91378331184387,34.86519908905029,127.36272358894348
jdk14.java,0.4345393180847168,1.5811011791229248,13.257835626602173,7.817187547683716,23.85623836517334,30.17754316329956,64.67057824134827
jdk16.java,0.04049110412597656,1.5723927021026611,10.522139072418213,5.953177213668823,19.089036464691162,19.03161931037903,118.9681499004364
jdk17.java,0.5729434490203857,1.539712905883789,15.054232597351074,68.47794127464294,88.12537837028503,44.93101644515991,138.37765622138977
jdk18.java,0.4031376838684082,1.8709423542022705,6.302420139312744,15.444405317306519,25.167951107025146,43.34757971763611,176.005304813385
jdk2.java,0.0392918586730957,1.8015904426574707,26.008251428604126,9.89324140548706,40.10829782485962,21.889204263687134,72.5244255065918
jdk20.java,0.44559788703918457,1.655348539352417,14.867358684539795,11.546926498413086,30.1870276927948,52.99333190917969,88.5472104549408
jdk3.java,0.4124176502227783,1.86250638961792,15.015406847000122,18.84024715423584,37.67670726776123,65.14651131629944,107.88887166976929
jdk4.java,0.053719282150268555,2.0130889415740967,14.805826425552368,73.76049327850342,91.49909615516663,35.62720346450806,131.19528126716614
jdk5.java,0.9369313716888428,1.6874604225158691,11.548735618591309,11.135717153549194,26.13805866241455,47.77126097679138,215.65071439743042
jdk7.java,0.06660628318786621,1.6476612091064453,11.489630460739136,15.074156522750854,29.021366834640503,41.55501079559326,149.9424533843994
jdk8.java,1.1858446598052979,1.9308245182037354,90.14347553253174,68.61891412734985,164.23819041252136,36.33860421180725,205.54396510124207
jdk9.java,0.7249319553375244,2.226707696914673,11.167226552963257,7.218447685241699,22.602153301239014,53.045490026474,80.71035146713257
